CountryName,CountryCode,Date,StringencyIndex
Singapore,SGP,2020-01-22,24
El Salvador,SLV,2020-01-22,0
Serbia,SRB,2020-01-22,5
Slovak Republic,SVK,2020-01-22,0
Slovenia,SVN,2020-01-22,0
Sweden,SWE,2020-01-22,0
Syria,SYR,2020-01-22,0
Thailand,THA,2020-01-22,0
Tanzania,TZA,2020-01-22,0
Uganda,UGA,2020-01-22,5
United States,USA,2020-01-22,10
Venezuela,VEN,2020-01-22,0
Vietnam,VNM,2020-01-22,0
South Africa,ZAF,2020-01-22,0
Zimbabwe,ZWE,2020-01-22,0
Taiwan,TWN,2020-01-22,14
Afghanistan,AFG,2020-01-23,0
Angola,AGO,2020-01-23,0
Argentina,ARG,2020-01-23,0
Australia,AUS,2020-01-23,7
Austria,AUT,2020-01-23,0
Belgium,BEL,2020-01-23,0
Bulgaria,BGR,2020-01-23,0
Belize,BLZ,2020-01-23,0
Bermuda,BMU,2020-01-23,0
Bolivia,BOL,2020-01-23,0
Brazil,BRA,2020-01-23,0
Barbados,BRB,2020-01-23,0
Botswana,BWA,2020-01-23,19
Canada,CAN,2020-01-23,5
Switzerland,CHE,2020-01-23,0
Chile,CHL,2020-01-23,0
China,CHN,2020-01-23,43
Colombia,COL,2020-01-23,14
Costa Rica,CRI,2020-01-23,0
Czech Republic,CZE,2020-01-23,0
Germany,DEU,2020-01-23,0
Dominican Republic,DOM,2020-01-23,0
Algeria,DZA,2020-01-23,0
Ecuador,ECU,2020-01-23,0
Spain,ESP,2020-01-23,0
Finland,FIN,2020-01-23,0
France,FRA,2020-01-23,5
United Kingdom,GBR,2020-01-23,0
Greece,GRC,2020-01-23,0
Guatemala,GTM,2020-01-23,5
Guyana,GUY,2020-01-23,0
Hong Kong,HKG,2020-01-23,29
Honduras,HND,2020-01-23,0
Croatia,HRV,2020-01-23,0
Hungary,HUN,2020-01-23,0
Indonesia,IDN,2020-01-23,19
India,IND,2020-01-23,0
Ireland,IRL,2020-01-23,0
Iran,IRN,2020-01-23,0
Iraq,IRQ,2020-01-23,0
Iceland,ISL,2020-01-23,5
Israel,ISR,2020-01-23,0
Italy,ITA,2020-01-23,5
Jordan,JOR,2020-01-23,0
Japan,JPN,2020-01-23,5
Kazakhstan,KAZ,2020-01-23,0
Kenya,KEN,2020-01-23,5
South Korea,KOR,2020-01-23,14
Sri Lanka,LKA,2020-01-23,0
Macao,MAC,2020-01-23,33
Mexico,MEX,2020-01-23,19
Myanmar,MMR,2020-01-23,7
Malaysia,MYS,2020-01-23,14
Nigeria,NGA,2020-01-23,5
Nicaragua,NIC,2020-01-23,0
Netherlands,NLD,2020-01-23,0
Norway,NOR,2020-01-23,0
New Zealand,NZL,2020-01-23,0
Pakistan,PAK,2020-01-23,0
Panama,PAN,2020-01-23,0
Papua New Guinea,PNG,2020-01-23,0
Poland,POL,2020-01-23,7
Portugal,PRT,2020-01-23,0
Qatar,QAT,2020-01-23,14
Romania,ROU,2020-01-23,0
Russia,RUS,2020-01-23,0
Singapore,SGP,2020-01-23,29
El Salvador,SLV,2020-01-23,14
Serbia,SRB,2020-01-23,5
Slovak Republic,SVK,2020-01-23,0
Slovenia,SVN,2020-01-23,0
Sweden,SWE,2020-01-23,0
Syria,SYR,2020-01-23,0
Thailand,THA,2020-01-23,0
Tanzania,TZA,2020-01-23,0
Uganda,UGA,2020-01-23,5
United States,USA,2020-01-23,10
Venezuela,VEN,2020-01-23,0
Vietnam,VNM,2020-01-23,0
South Africa,ZAF,2020-01-23,0
Zimbabwe,ZWE,2020-01-23,0
Taiwan,TWN,2020-01-23,14
Afghanistan,AFG,2020-01-24,0
Angola,AGO,2020-01-24,0
Argentina,ARG,2020-01-24,0
Australia,AUS,2020-01-24,7
Austria,AUT,2020-01-24,0
Belgium,BEL,2020-01-24,0
Bulgaria,BGR,2020-01-24,0
Belize,BLZ,2020-01-24,0
Bermuda,BMU,2020-01-24,0
Bolivia,BOL,2020-01-24,0
Brazil,BRA,2020-01-24,0
Barbados,BRB,2020-01-24,0
Botswana,BWA,2020-01-24,19
Canada,CAN,2020-01-24,5
Switzerland,CHE,2020-01-24,0
Chile,CHL,2020-01-24,0
China,CHN,2020-01-24,43
Colombia,COL,2020-01-24,14
Costa Rica,CRI,2020-01-24,0
Czech Republic,CZE,2020-01-24,0
Germany,DEU,2020-01-24,14
Dominican Republic,DOM,2020-01-24,0
Algeria,DZA,2020-01-24,0
Ecuador,ECU,2020-01-24,0
Spain,ESP,2020-01-24,0
Finland,FIN,2020-01-24,0
France,FRA,2020-01-24,12
United Kingdom,GBR,2020-01-24,0
Greece,GRC,2020-01-24,0
Guatemala,GTM,2020-01-24,5
Guyana,GUY,2020-01-24,0
Hong Kong,HKG,2020-01-24,29
Honduras,HND,2020-01-24,0
Croatia,HRV,2020-01-24,0
Hungary,HUN,2020-01-24,0
Indonesia,IDN,2020-01-24,19
India,IND,2020-01-24,0
Ireland,IRL,2020-01-24,0
Iran,IRN,2020-01-24,0
Iraq,IRQ,2020-01-24,0
Iceland,ISL,2020-01-24,5
Israel,ISR,2020-01-24,0
Italy,ITA,2020-01-24,5
Jordan,JOR,2020-01-24,0
Japan,JPN,2020-01-24,5
Kazakhstan,KAZ,2020-01-24,0
Kenya,KEN,2020-01-24,5
South Korea,KOR,2020-01-24,14
Sri Lanka,LKA,2020-01-24,14
Macao,MAC,2020-01-24,43
Mexico,MEX,2020-01-24,19
Myanmar,MMR,2020-01-24,7
Malaysia,MYS,2020-01-24,14
Nigeria,NGA,2020-01-24,5
Nicaragua,NIC,2020-01-24,0
Netherlands,NLD,2020-01-24,0
Norway,NOR,2020-01-24,0
New Zealand,NZL,2020-01-24,0
Pakistan,PAK,2020-01-24,0
Panama,PAN,2020-01-24,0
Papua New Guinea,PNG,2020-01-24,0
Poland,POL,2020-01-24,7
Portugal,PRT,2020-01-24,0
Qatar,QAT,2020-01-24,19
Romania,ROU,2020-01-24,0
Russia,RUS,2020-01-24,0
Singapore,SGP,2020-01-24,29
El Salvador,SLV,2020-01-24,14
Serbia,SRB,2020-01-24,5
Slovak Republic,SVK,2020-01-24,0
Slovenia,SVN,2020-01-24,0
Sweden,SWE,2020-01-24,0
Syria,SYR,2020-01-24,0
Thailand,THA,2020-01-24,0
Tanzania,TZA,2020-01-24,0
Uganda,UGA,2020-01-24,5
United States,USA,2020-01-24,10
Venezuela,VEN,2020-01-24,0
Vietnam,VNM,2020-01-24,0
South Africa,ZAF,2020-01-24,5
Zimbabwe,ZWE,2020-01-24,0
Taiwan,TWN,2020-01-24,14
Afghanistan,AFG,2020-01-25,0
Angola,AGO,2020-01-25,0
Argentina,ARG,2020-01-25,0
Australia,AUS,2020-01-25,7
Austria,AUT,2020-01-25,0
Belgium,BEL,2020-01-25,0
Bulgaria,BGR,2020-01-25,0
Belize,BLZ,2020-01-25,0
Bermuda,BMU,2020-01-25,0
Bolivia,BOL,2020-01-25,0
Brazil,BRA,2020-01-25,0
Barbados,BRB,2020-01-25,0
Botswana,BWA,2020-01-25,19
Canada,CAN,2020-01-25,5
Switzerland,CHE,2020-01-25,0
Chile,CHL,2020-01-25,0
China,CHN,2020-01-25,43
Colombia,COL,2020-01-25,14
Costa Rica,CRI,2020-01-25,0
Czech Republic,CZE,2020-01-25,0
Germany,DEU,2020-01-25,14
Dominican Republic,DOM,2020-01-25,0
Algeria,DZA,2020-01-25,0
Ecuador,ECU,2020-01-25,0
Spain,ESP,2020-01-25,0
Finland,FIN,2020-01-25,0
France,FRA,2020-01-25,12
United Kingdom,GBR,2020-01-25,0
Greece,GRC,2020-01-25,0
Guatemala,GTM,2020-01-25,5
Guyana,GUY,2020-01-25,0
Hong Kong,HKG,2020-01-25,33
Honduras,HND,2020-01-25,0
Croatia,HRV,2020-01-25,0
Hungary,HUN,2020-01-25,0
Indonesia,IDN,2020-01-25,19
India,IND,2020-01-25,0
Ireland,IRL,2020-01-25,0
Iran,IRN,2020-01-25,0
Iraq,IRQ,2020-01-25,0
Iceland,ISL,2020-01-25,5
Israel,ISR,2020-01-25,0
Italy,ITA,2020-01-25,5
Jordan,JOR,2020-01-25,0
Japan,JPN,2020-01-25,5
Kazakhstan,KAZ,2020-01-25,0
Kenya,KEN,2020-01-25,5
South Korea,KOR,2020-01-25,14
Sri Lanka,LKA,2020-01-25,0
Macao,MAC,2020-01-25,43
Mexico,MEX,2020-01-25,19
Myanmar,MMR,2020-01-25,7
Malaysia,MYS,2020-01-25,14
Nigeria,NGA,2020-01-25,5
Nicaragua,NIC,2020-01-25,0
Netherlands,NLD,2020-01-25,0
Norway,NOR,2020-01-25,0
New Zealand,NZL,2020-01-25,0
Pakistan,PAK,2020-01-25,0
Panama,PAN,2020-01-25,0
Papua New Guinea,PNG,2020-01-25,0
Poland,POL,2020-01-25,7
Portugal,PRT,2020-01-25,0
Qatar,QAT,2020-01-25,19
Romania,ROU,2020-01-25,0
Russia,RUS,2020-01-25,0
Singapore,SGP,2020-01-25,29
El Salvador,SLV,2020-01-25,14
Serbia,SRB,2020-01-25,5
Slovak Republic,SVK,2020-01-25,0
Slovenia,SVN,2020-01-25,0
Sweden,SWE,2020-01-25,0
Syria,SYR,2020-01-25,0
Thailand,THA,2020-01-25,0
Tanzania,TZA,2020-01-25,0
Uganda,UGA,2020-01-25,5
United States,USA,2020-01-25,10
Venezuela,VEN,2020-01-25,0
Vietnam,VNM,2020-01-25,0
South Africa,ZAF,2020-01-25,5
Zimbabwe,ZWE,2020-01-25,0
Taiwan,TWN,2020-01-25,14
Afghanistan,AFG,2020-01-26,0
Angola,AGO,2020-01-26,0
Argentina,ARG,2020-01-26,0
Australia,AUS,2020-01-26,7
Austria,AUT,2020-01-26,0
Belgium,BEL,2020-01-26,0
Bulgaria,BGR,2020-01-26,0
Belize,BLZ,2020-01-26,0
Bermuda,BMU,2020-01-26,0
Bolivia,BOL,2020-01-26,0
Brazil,BRA,2020-01-26,0
Barbados,BRB,2020-01-26,0
Botswana,BWA,2020-01-26,19
Canada,CAN,2020-01-26,5
Switzerland,CHE,2020-01-26,0
Chile,CHL,2020-01-26,0
China,CHN,2020-01-26,71
Colombia,COL,2020-01-26,14
Costa Rica,CRI,2020-01-26,0
Czech Republic,CZE,2020-01-26,0
Germany,DEU,2020-01-26,14
Dominican Republic,DOM,2020-01-26,0
Algeria,DZA,2020-01-26,0
Ecuador,ECU,2020-01-26,14
Spain,ESP,2020-01-26,0
Finland,FIN,2020-01-26,0
France,FRA,2020-01-26,12
United Kingdom,GBR,2020-01-26,0
Greece,GRC,2020-01-26,0
Guatemala,GTM,2020-01-26,5
Guyana,GUY,2020-01-26,0
Hong Kong,HKG,2020-01-26,48
Honduras,HND,2020-01-26,0
Croatia,HRV,2020-01-26,0
Hungary,HUN,2020-01-26,0
Indonesia,IDN,2020-01-26,19
India,IND,2020-01-26,5
Ireland,IRL,2020-01-26,0
Iran,IRN,2020-01-26,0
Iraq,IRQ,2020-01-26,0
Iceland,ISL,2020-01-26,5
Israel,ISR,2020-01-26,0
Italy,ITA,2020-01-26,5
Jordan,JOR,2020-01-26,0
Japan,JPN,2020-01-26,5
Kazakhstan,KAZ,2020-01-26,0
Kenya,KEN,2020-01-26,5
South Korea,KOR,2020-01-26,14
Sri Lanka,LKA,2020-01-26,29
Macao,MAC,2020-01-26,43
Mexico,MEX,2020-01-26,19
Myanmar,MMR,2020-01-26,7
Malaysia,MYS,2020-01-26,14
Nigeria,NGA,2020-01-26,5
Nicaragua,NIC,2020-01-26,0
Netherlands,NLD,2020-01-26,0
Norway,NOR,2020-01-26,0
New Zealand,NZL,2020-01-26,0
Pakistan,PAK,2020-01-26,0
Panama,PAN,2020-01-26,0
Papua New Guinea,PNG,2020-01-26,0
Poland,POL,2020-01-26,7
Portugal,PRT,2020-01-26,0
Qatar,QAT,2020-01-26,19
Romania,ROU,2020-01-26,0
Russia,RUS,2020-01-26,0
Singapore,SGP,2020-01-26,29
El Salvador,SLV,2020-01-26,14
Serbia,SRB,2020-01-26,5
Slovak Republic,SVK,2020-01-26,0
Slovenia,SVN,2020-01-26,0
Sweden,SWE,2020-01-26,0
Syria,SYR,2020-01-26,0
Thailand,THA,2020-01-26,0
Tanzania,TZA,2020-01-26,0
Uganda,UGA,2020-01-26,5
United States,USA,2020-01-26,10
Venezuela,VEN,2020-01-26,0
Vietnam,VNM,2020-01-26,0
South Africa,ZAF,2020-01-26,5
Zimbabwe,ZWE,2020-01-26,0
Taiwan,TWN,2020-01-26,14
Afghanistan,AFG,2020-01-27,0
Angola,AGO,2020-01-27,0
Argentina,ARG,2020-01-27,0
Australia,AUS,2020-01-27,7
Austria,AUT,2020-01-27,0
Belgium,BEL,2020-01-27,0
Bulgaria,BGR,2020-01-27,0
Belize,BLZ,2020-01-27,0
Bermuda,BMU,2020-01-27,0
Bolivia,BOL,2020-01-27,0
Brazil,BRA,2020-01-27,0
Barbados,BRB,2020-01-27,0
Botswana,BWA,2020-01-27,19
Canada,CAN,2020-01-27,5
Switzerland,CHE,2020-01-27,0
Chile,CHL,2020-01-27,0
China,CHN,2020-01-27,71
Colombia,COL,2020-01-27,14
Costa Rica,CRI,2020-01-27,0
Czech Republic,CZE,2020-01-27,0
Germany,DEU,2020-01-27,14
Dominican Republic,DOM,2020-01-27,0
Algeria,DZA,2020-01-27,0
Ecuador,ECU,2020-01-27,14
Spain,ESP,2020-01-27,0
Finland,FIN,2020-01-27,0
France,FRA,2020-01-27,12
United Kingdom,GBR,2020-01-27,0
Greece,GRC,2020-01-27,0
Guatemala,GTM,2020-01-27,5
Guyana,GUY,2020-01-27,0
Hong Kong,HKG,2020-01-27,57
Honduras,HND,2020-01-27,0
Croatia,HRV,2020-01-27,0
Hungary,HUN,2020-01-27,0
Indonesia,IDN,2020-01-27,19
India,IND,2020-01-27,5
Ireland,IRL,2020-01-27,0
Iran,IRN,2020-01-27,0
Iraq,IRQ,2020-01-27,0
Iceland,ISL,2020-01-27,5
Israel,ISR,2020-01-27,0
Italy,ITA,2020-01-27,5
Jordan,JOR,2020-01-27,0
Japan,JPN,2020-01-27,5
Kazakhstan,KAZ,2020-01-27,0
Kenya,KEN,2020-01-27,5
South Korea,KOR,2020-01-27,14
Sri Lanka,LKA,2020-01-27,29
Macao,MAC,2020-01-27,43
Mexico,MEX,2020-01-27,19
Myanmar,MMR,2020-01-27,7
Malaysia,MYS,2020-01-27,14
Nigeria,NGA,2020-01-27,5
Nicaragua,NIC,2020-01-27,0
Netherlands,NLD,2020-01-27,0
Norway,NOR,2020-01-27,0
New Zealand,NZL,2020-01-27,0
Pakistan,PAK,2020-01-27,0
Panama,PAN,2020-01-27,0
Papua New Guinea,PNG,2020-01-27,14
Poland,POL,2020-01-27,7
Portugal,PRT,2020-01-27,0
Qatar,QAT,2020-01-27,19
Romania,ROU,2020-01-27,5
Russia,RUS,2020-01-27,0
Singapore,SGP,2020-01-27,29
El Salvador,SLV,2020-01-27,14
Serbia,SRB,2020-01-27,5
Slovak Republic,SVK,2020-01-27,0
Slovenia,SVN,2020-01-27,0
Sweden,SWE,2020-01-27,0
Syria,SYR,2020-01-27,0
Thailand,THA,2020-01-27,0
Tanzania,TZA,2020-01-27,0
Uganda,UGA,2020-01-27,5
Ukraine,UKR,2020-01-27,52
United States,USA,2020-01-27,10
Venezuela,VEN,2020-01-27,0
Vietnam,VNM,2020-01-27,0
South Africa,ZAF,2020-01-27,5
Zimbabwe,ZWE,2020-01-27,0
Taiwan,TWN,2020-01-27,14
Afghanistan,AFG,2020-01-28,0
Angola,AGO,2020-01-28,0
Argentina,ARG,2020-01-28,0
Australia,AUS,2020-01-28,7
Austria,AUT,2020-01-28,0
Belgium,BEL,2020-01-28,0
Bulgaria,BGR,2020-01-28,0
Belize,BLZ,2020-01-28,0
Bermuda,BMU,2020-01-28,0
Bolivia,BOL,2020-01-28,0
Brazil,BRA,2020-01-28,0
Barbados,BRB,2020-01-28,0
Botswana,BWA,2020-01-28,19
Canada,CAN,2020-01-28,5
Switzerland,CHE,2020-01-28,0
Chile,CHL,2020-01-28,0
China,CHN,2020-01-28,71
Colombia,COL,2020-01-28,14
Costa Rica,CRI,2020-01-28,0
Czech Republic,CZE,2020-01-28,0
Germany,DEU,2020-01-28,14
Dominican Republic,DOM,2020-01-28,0
Algeria,DZA,2020-01-28,0
Ecuador,ECU,2020-01-28,14
Spain,ESP,2020-01-28,0
Finland,FIN,2020-01-28,0
France,FRA,2020-01-28,12
United Kingdom,GBR,2020-01-28,0
Greece,GRC,2020-01-28,0
Guatemala,GTM,2020-01-28,5
Guyana,GUY,2020-01-28,5
Hong Kong,HKG,2020-01-28,67
Honduras,HND,2020-01-28,0
Croatia,HRV,2020-01-28,0
Hungary,HUN,2020-01-28,0
Indonesia,IDN,2020-01-28,19
India,IND,2020-01-28,5
Ireland,IRL,2020-01-28,0
Iran,IRN,2020-01-28,0
Iraq,IRQ,2020-01-28,0
Iceland,ISL,2020-01-28,5
Israel,ISR,2020-01-28,0
Italy,ITA,2020-01-28,5
Jordan,JOR,2020-01-28,0
Japan,JPN,2020-01-28,5
Kazakhstan,KAZ,2020-01-28,0
Kenya,KEN,2020-01-28,5
South Korea,KOR,2020-01-28,14
Sri Lanka,LKA,2020-01-28,29
Macao,MAC,2020-01-28,43
Mexico,MEX,2020-01-28,19
Myanmar,MMR,2020-01-28,7
Malaysia,MYS,2020-01-28,14
Nigeria,NGA,2020-01-28,5
Nicaragua,NIC,2020-01-28,0
Netherlands,NLD,2020-01-28,0
Norway,NOR,2020-01-28,0
New Zealand,NZL,2020-01-28,0
Pakistan,PAK,2020-01-28,0
Panama,PAN,2020-01-28,19
Papua New Guinea,PNG,2020-01-28,19
Poland,POL,2020-01-28,7
Portugal,PRT,2020-01-28,0
Qatar,QAT,2020-01-28,19
Romania,ROU,2020-01-28,5
Russia,RUS,2020-01-28,0
Singapore,SGP,2020-01-28,29
El Salvador,SLV,2020-01-28,14
Serbia,SRB,2020-01-28,5
Slovak Republic,SVK,2020-01-28,0
Slovenia,SVN,2020-01-28,0
Sweden,SWE,2020-01-28,0
Syria,SYR,2020-01-28,0
Thailand,THA,2020-01-28,0
Tanzania,TZA,2020-01-28,0
Uganda,UGA,2020-01-28,5
Ukraine,UKR,2020-01-28,52
United States,USA,2020-01-28,10
Venezuela,VEN,2020-01-28,0
Vietnam,VNM,2020-01-28,0
South Africa,ZAF,2020-01-28,5
Zimbabwe,ZWE,2020-01-28,0
Taiwan,TWN,2020-01-28,14
Afghanistan,AFG,2020-01-29,0
Angola,AGO,2020-01-29,0
Argentina,ARG,2020-01-29,0
Australia,AUS,2020-01-29,7
Austria,AUT,2020-01-29,0
Belgium,BEL,2020-01-29,0
Bulgaria,BGR,2020-01-29,0
Belize,BLZ,2020-01-29,0
Bermuda,BMU,2020-01-29,0
Bolivia,BOL,2020-01-29,0
Brazil,BRA,2020-01-29,0
Barbados,BRB,2020-01-29,0
Botswana,BWA,2020-01-29,19
Canada,CAN,2020-01-29,5
Switzerland,CHE,2020-01-29,0
Chile,CHL,2020-01-29,0
China,CHN,2020-01-29,71
Colombia,COL,2020-01-29,14
Costa Rica,CRI,2020-01-29,0
Czech Republic,CZE,2020-01-29,0
Germany,DEU,2020-01-29,14
Dominican Republic,DOM,2020-01-29,0
Algeria,DZA,2020-01-29,0
Ecuador,ECU,2020-01-29,14
Spain,ESP,2020-01-29,0
Finland,FIN,2020-01-29,0
France,FRA,2020-01-29,12
United Kingdom,GBR,2020-01-29,0
Greece,GRC,2020-01-29,0
Guatemala,GTM,2020-01-29,5
Guyana,GUY,2020-01-29,5
Hong Kong,HKG,2020-01-29,71
Honduras,HND,2020-01-29,0
Croatia,HRV,2020-01-29,0
Hungary,HUN,2020-01-29,0
Indonesia,IDN,2020-01-29,19
India,IND,2020-01-29,5
Ireland,IRL,2020-01-29,0
Iran,IRN,2020-01-29,0
Iraq,IRQ,2020-01-29,0
Iceland,ISL,2020-01-29,5
Israel,ISR,2020-01-29,0
Italy,ITA,2020-01-29,5
Jordan,JOR,2020-01-29,0
Japan,JPN,2020-01-29,5
Kazakhstan,KAZ,2020-01-29,0
Kenya,KEN,2020-01-29,5
South Korea,KOR,2020-01-29,14
Sri Lanka,LKA,2020-01-29,29
Macao,MAC,2020-01-29,48
Mexico,MEX,2020-01-29,19
Myanmar,MMR,2020-01-29,7
Malaysia,MYS,2020-01-29,14
Nigeria,NGA,2020-01-29,5
Nicaragua,NIC,2020-01-29,0
Netherlands,NLD,2020-01-29,0
Norway,NOR,2020-01-29,0
New Zealand,NZL,2020-01-29,0
Pakistan,PAK,2020-01-29,0
Panama,PAN,2020-01-29,19
Papua New Guinea,PNG,2020-01-29,29
Poland,POL,2020-01-29,7
Portugal,PRT,2020-01-29,0
Qatar,QAT,2020-01-29,19
Romania,ROU,2020-01-29,5
Russia,RUS,2020-01-29,0
Singapore,SGP,2020-01-29,29
El Salvador,SLV,2020-01-29,14
Serbia,SRB,2020-01-29,5
Slovak Republic,SVK,2020-01-29,0
Slovenia,SVN,2020-01-29,0
Sweden,SWE,2020-01-29,0
Syria,SYR,2020-01-29,0
Thailand,THA,2020-01-29,0
Tanzania,TZA,2020-01-29,0
Uganda,UGA,2020-01-29,19
Ukraine,UKR,2020-01-29,52
United States,USA,2020-01-29,10
Venezuela,VEN,2020-01-29,0
Vietnam,VNM,2020-01-29,14
South Africa,ZAF,2020-01-29,5
Zimbabwe,ZWE,2020-01-29,0
Taiwan,TWN,2020-01-29,14
Afghanistan,AFG,2020-01-30,0
Angola,AGO,2020-01-30,0
Argentina,ARG,2020-01-30,0
Australia,AUS,2020-01-30,7
Austria,AUT,2020-01-30,0
Belgium,BEL,2020-01-30,0
Bulgaria,BGR,2020-01-30,0
Belize,BLZ,2020-01-30,0
Bermuda,BMU,2020-01-30,0
Bolivia,BOL,2020-01-30,0
Brazil,BRA,2020-01-30,0
Barbados,BRB,2020-01-30,0
Botswana,BWA,2020-01-30,19
Canada,CAN,2020-01-30,5
Switzerland,CHE,2020-01-30,0
Chile,CHL,2020-01-30,0
China,CHN,2020-01-30,71
Colombia,COL,2020-01-30,14
Costa Rica,CRI,2020-01-30,0
Czech Republic,CZE,2020-01-30,0
Germany,DEU,2020-01-30,14
Dominican Republic,DOM,2020-01-30,0
Algeria,DZA,2020-01-30,0
Ecuador,ECU,2020-01-30,14
Spain,ESP,2020-01-30,0
Finland,FIN,2020-01-30,0
France,FRA,2020-01-30,12
United Kingdom,GBR,2020-01-30,0
Greece,GRC,2020-01-30,0
Guatemala,GTM,2020-01-30,5
Guyana,GUY,2020-01-30,5
Hong Kong,HKG,2020-01-30,71
Honduras,HND,2020-01-30,0
Croatia,HRV,2020-01-30,0
Hungary,HUN,2020-01-30,14
Indonesia,IDN,2020-01-30,19
India,IND,2020-01-30,5
Ireland,IRL,2020-01-30,0
Iran,IRN,2020-01-30,0
Iraq,IRQ,2020-01-30,0
Iceland,ISL,2020-01-30,5
Israel,ISR,2020-01-30,0
Italy,ITA,2020-01-30,14
Jordan,JOR,2020-01-30,0
Japan,JPN,2020-01-30,5
Kazakhstan,KAZ,2020-01-30,0
Kenya,KEN,2020-01-30,5
South Korea,KOR,2020-01-30,14
Sri Lanka,LKA,2020-01-30,29
Macao,MAC,2020-01-30,48
Mexico,MEX,2020-01-30,19
Myanmar,MMR,2020-01-30,7
Malaysia,MYS,2020-01-30,29
Nigeria,NGA,2020-01-30,5
Nicaragua,NIC,2020-01-30,0
Netherlands,NLD,2020-01-30,0
Norway,NOR,2020-01-30,0
New Zealand,NZL,2020-01-30,0
Pakistan,PAK,2020-01-30,0
Panama,PAN,2020-01-30,19
Papua New Guinea,PNG,2020-01-30,29
Poland,POL,2020-01-30,7
Portugal,PRT,2020-01-30,0
Qatar,QAT,2020-01-30,19
Romania,ROU,2020-01-30,5
Russia,RUS,2020-01-30,14
Singapore,SGP,2020-01-30,29
El Salvador,SLV,2020-01-30,14
Serbia,SRB,2020-01-30,5
Slovak Republic,SVK,2020-01-30,0
Slovenia,SVN,2020-01-30,0
Sweden,SWE,2020-01-30,0
Syria,SYR,2020-01-30,0
Thailand,THA,2020-01-30,0
Tanzania,TZA,2020-01-30,0
Uganda,UGA,2020-01-30,19
Ukraine,UKR,2020-01-30,52
United States,USA,2020-01-30,10
Venezuela,VEN,2020-01-30,0
Vietnam,VNM,2020-01-30,14
South Africa,ZAF,2020-01-30,5
Zimbabwe,ZWE,2020-01-30,0
Taiwan,TWN,2020-01-30,14
Afghanistan,AFG,2020-01-31,0
Angola,AGO,2020-01-31,0
Argentina,ARG,2020-01-31,0
Australia,AUS,2020-01-31,7
Austria,AUT,2020-01-31,0
Belgium,BEL,2020-01-31,0
Bulgaria,BGR,2020-01-31,0
Belize,BLZ,2020-01-31,0
Bermuda,BMU,2020-01-31,0
Bolivia,BOL,2020-01-31,0
Brazil,BRA,2020-01-31,0
Barbados,BRB,2020-01-31,0
Botswana,BWA,2020-01-31,19
Canada,CAN,2020-01-31,5
Switzerland,CHE,2020-01-31,0
Chile,CHL,2020-01-31,0
China,CHN,2020-01-31,71
Colombia,COL,2020-01-31,14
Costa Rica,CRI,2020-01-31,0
Czech Republic,CZE,2020-01-31,0
Germany,DEU,2020-01-31,14
Dominican Republic,DOM,2020-01-31,0
Algeria,DZA,2020-01-31,0
Ecuador,ECU,2020-01-31,14
Spain,ESP,2020-01-31,14
Finland,FIN,2020-01-31,0
France,FRA,2020-01-31,17
United Kingdom,GBR,2020-01-31,14
Greece,GRC,2020-01-31,0
Guatemala,GTM,2020-01-31,24
Guyana,GUY,2020-01-31,5
Hong Kong,HKG,2020-01-31,71
Honduras,HND,2020-01-31,0
Croatia,HRV,2020-01-31,0
Hungary,HUN,2020-01-31,14
Indonesia,IDN,2020-01-31,19
India,IND,2020-01-31,12
Ireland,IRL,2020-01-31,0
Iran,IRN,2020-01-31,0
Iraq,IRQ,2020-01-31,0
Iceland,ISL,2020-01-31,5
Israel,ISR,2020-01-31,0
Italy,ITA,2020-01-31,29
Jordan,JOR,2020-01-31,0
Japan,JPN,2020-01-31,5
Kazakhstan,KAZ,2020-01-31,0
Kenya,KEN,2020-01-31,5
South Korea,KOR,2020-01-31,24
Sri Lanka,LKA,2020-01-31,29
Macao,MAC,2020-01-31,48
Mexico,MEX,2020-01-31,19
Myanmar,MMR,2020-01-31,7
Malaysia,MYS,2020-01-31,29
Nigeria,NGA,2020-01-31,5
Nicaragua,NIC,2020-01-31,0
Netherlands,NLD,2020-01-31,0
Norway,NOR,2020-01-31,0
New Zealand,NZL,2020-01-31,0
Pakistan,PAK,2020-01-31,0
Panama,PAN,2020-01-31,19
Papua New Guinea,PNG,2020-01-31,29
Poland,POL,2020-01-31,7
Portugal,PRT,2020-01-31,0
Qatar,QAT,2020-01-31,19
Romania,ROU,2020-01-31,5
Russia,RUS,2020-01-31,14
Singapore,SGP,2020-01-31,29
El Salvador,SLV,2020-01-31,29
Serbia,SRB,2020-01-31,5
Slovak Republic,SVK,2020-01-31,0
Slovenia,SVN,2020-01-31,0
Sweden,SWE,2020-01-31,0
Syria,SYR,2020-01-31,0
Thailand,THA,2020-01-31,0
Tanzania,TZA,2020-01-31,0
Uganda,UGA,2020-01-31,19
Ukraine,UKR,2020-01-31,52
United States,USA,2020-01-31,10
Venezuela,VEN,2020-01-31,0
Vietnam,VNM,2020-01-31,14
South Africa,ZAF,2020-01-31,5
Zimbabwe,ZWE,2020-01-31,0
Taiwan,TWN,2020-01-31,14
Afghanistan,AFG,2020-02-01,0
Angola,AGO,2020-02-01,0
Argentina,ARG,2020-02-01,0
Australia,AUS,2020-02-01,21
Austria,AUT,2020-02-01,0
Belgium,BEL,2020-02-01,0
Bulgaria,BGR,2020-02-01,0
