territory,dateStr,cases,deaths,weekPositives,weekTests
Bosnia and Herzegovina,2020-09-05,21142,639,0,0
Serbia,2020-09-05,31772,721,0,0
Hungary,2020-09-05,7382,621,3933,74992
Albania,2020-09-05,9967,306,0,0
Romania,2020-09-05,92595,3812,8522,142899
Bulgaria,2020-09-05,16775,658,937,23980
Greece,2020-09-05,11200,279,1650,95778
Slovakia,2020-09-05,4300,37,927,28183
Czech Republic,2020-09-05,27249,429,7649,98783
Macedonia,2020-09-05,14762,606,0,0
Montenegro,2020-09-05,5275,106,0,0
Latvia,2020-09-05,1416,35,39,14409
Lithuania,2020-09-05,3004,86,0,0
Estonia,2020-09-05,2456,64,165,12443
Cyprus,2020-09-05,1498,21,16,17787
Moldova,2020-09-05,38906,1047,0,0
Croatia,2020-09-05,11428,195,1629,29415
West Europe,2020-09-05,2128004,175895,190241,6504756
East Europe,2020-09-05,318869,10217,29186,664620
Baltic states,2020-09-05,6876,185,204,26852
Scandinavia,2020-09-05,124353,7079,4283,642864
EU,2020-09-05,1981185,140819,197661,5548347
West EU,2020-09-05,1728974,132353,168459,4865940
East EU,2020-09-05,252211,8466,29202,682407
Europe,2020-09-05,2446873,186112,219427,7169376
Balkans,2020-09-05,200154,6716,12738,292072
Mediterranean EU,2020-09-05,1169460,98079,140635,2685297
Non-Med EU,2020-09-05,813860,42750,57052,2872504
Ireland,2020-09-06,29534,1777,1196,74796
United Kingdom,2020-09-06,344164,41549,21010,1549119
France,2020-09-06,317706,30698,56205,1150309
Spain,2020-09-06,498989,29418,67337,650349
Portugal,2020-09-06,59943,1838,3367,127316
Germany,2020-09-06,249985,9325,9443,1162133
Denmark,2020-09-06,17547,627,1669,330923
Netherlands,2020-09-06,73790,6232,7147,197923
Belgium,2020-09-06,88896,9906,6012,213854
Italy,2020-09-06,276338,35534,9959,598861
Austria,2020-09-06,28974,735,3977,86241
Switzerland,2020-09-06,43849,1731,0,0
Sweden,2020-09-06,85497,5843,1555,142673
Norway,2020-09-06,11120,264,746,80243
Finland,2020-09-06,8225,335,287,79571
Iceland,2020-09-06,2136,10,26,9454
Luxembourg,2020-09-06,6854,124,305,50991
Poland,2020-09-06,70387,2113,3263,128256
Ukraine,2020-09-06,133787,2811,0,0
Belarus,2020-09-06,72663,705,0,0
Slovenia,2020-09-06,3131,130,472,15482
Bosnia and Herzegovina,2020-09-06,21142,639,0,0
Serbia,2020-09-06,31849,723,0,0
Hungary,2020-09-06,7892,624,3933,74992
Albania,2020-09-06,10102,312,0,0
Romania,2020-09-06,93864,3850,8522,142899
Bulgaria,2020-09-06,16954,665,937,23980
Greece,2020-09-06,11386,280,1650,95778
Slovakia,2020-09-06,4526,37,927,28183
Czech Republic,2020-09-06,27752,431,7649,98783
Macedonia,2020-09-06,14762,606,0,0
Montenegro,2020-09-06,5422,107,0,0
Latvia,2020-09-06,1425,35,39,14409
Lithuania,2020-09-06,3040,86,0,0
Estonia,2020-09-06,2490,64,165,12443
Cyprus,2020-09-06,1507,21,16,17787
Moldova,2020-09-06,39473,1063,0,0
Croatia,2020-09-06,11739,197,1629,29415
West Europe,2020-09-06,2143547,175946,190241,6504756
East Europe,2020-09-06,323101,10293,29186,664620
Baltic states,2020-09-06,6955,185,204,26852
Scandinavia,2020-09-06,124525,7079,4283,642864
EU,2020-09-06,1998371,140925,197661,5548347
West EU,2020-09-06,1742278,132392,168459,4865940
East EU,2020-09-06,256093,8533,29202,682407
Europe,2020-09-06,2466648,186239,219427,7169376
Balkans,2020-09-06,202458,6773,12738,292072
Mediterranean EU,2020-09-06,1180739,98116,140635,2685297
Non-Med EU,2020-09-06,819768,42819,57052,2872504
Ireland,2020-09-07,29672,1777,1196,74796
United Kingdom,2020-09-07,347152,41551,21010,1549119
France,2020-09-07,324777,30701,56205,1150309
Spain,2020-09-07,525549,29516,67337,650349
Portugal,2020-09-07,60258,1840,3367,127316
Germany,2020-09-07,250799,9325,9443,1162133
Denmark,2020-09-07,17547,627,1669,330923
Netherlands,2020-09-07,74715,6234,7147,197923
Belgium,2020-09-07,89051,9908,6012,213854
Italy,2020-09-07,277634,35541,9959,598861
Austria,2020-09-07,29194,736,3977,86241
Switzerland,2020-09-07,44293,1732,0,0
Sweden,2020-09-07,85564,5846,1555,142673
Norway,2020-09-07,11120,264,746,80243
Finland,2020-09-07,8225,335,287,79571
Iceland,2020-09-07,2141,10,26,9454
Luxembourg,2020-09-07,6896,124,305,50991
Poland,2020-09-07,70824,2120,3263,128256
Ukraine,2020-09-07,135894,2811,0,0
Belarus,2020-09-07,72859,711,0,0
Slovenia,2020-09-07,3174,130,472,15482
Bosnia and Herzegovina,2020-09-07,21142,639,0,0
Serbia,2020-09-07,31905,724,0,0
Hungary,2020-09-07,8387,624,3933,74992
Albania,2020-09-07,10255,316,0,0
Romania,2020-09-07,95014,3893,8522,142899
Bulgaria,2020-09-07,17050,671,937,23980
Greece,2020-09-07,11524,284,1650,95778
Slovakia,2020-09-07,4614,37,927,28183
Czech Republic,2020-09-07,28156,436,7649,98783
Macedonia,2020-09-07,14762,606,0,0
Montenegro,2020-09-07,5553,108,0,0
Latvia,2020-09-07,1428,35,39,14409
Lithuania,2020-09-07,3083,86,0,0
Estonia,2020-09-07,2515,64,165,12443
Cyprus,2020-09-07,1509,21,16,17787
Moldova,2020-09-07,39797,1063,0,0
Croatia,2020-09-07,11964,198,1629,29415
West Europe,2020-09-07,2184587,176067,190241,6504756
East Europe,2020-09-07,326588,10365,29186,664620
Baltic states,2020-09-07,7026,185,204,26852
Scandinavia,2020-09-07,124597,7082,4283,642864
EU,2020-09-07,2039123,141109,197661,5548347
West EU,2020-09-07,1779881,132510,168459,4865940
East EU,2020-09-07,259242,8599,29202,682407
Europe,2020-09-07,2511175,186432,219427,7169376
Balkans,2020-09-07,204407,6833,12738,292072
Mediterranean EU,2020-09-07,1216389,98231,140635,2685297
Non-Med EU,2020-09-07,824875,42888,57052,2872504
Ireland,2020-09-08,29774,1777,1196,74796
United Kingdom,2020-09-08,350100,41554,21010,1549119
France,2020-09-08,328980,30726,56205,1150309
Spain,2020-09-08,534513,29594,67337,650349
Portugal,2020-09-08,60507,1843,3367,127316
Germany,2020-09-08,252298,9329,9443,1162133
Denmark,2020-09-08,18113,628,1669,330923
Netherlands,2020-09-08,75512,6234,7147,197923
Belgium,2020-09-08,89969,9912,6012,213854
Italy,2020-09-08,278784,35553,9959,598861
Austria,2020-09-08,29705,746,3977,86241
Switzerland,2020-09-08,44484,1734,0,0
Sweden,2020-09-08,85749,5847,1555,142673
Norway,2020-09-08,11387,264,746,80243
Finland,2020-09-08,8327,336,287,79571
Iceland,2020-09-08,2143,10,26,9454
Luxembourg,2020-09-08,6950,124,305,50991
Poland,2020-09-08,71126,2124,3263,128256
Ukraine,2020-09-08,138068,2877,0,0
Belarus,2020-09-08,73031,716,0,0
Slovenia,2020-09-08,3190,130,472,15482
Bosnia and Herzegovina,2020-09-08,21660,664,0,0
Serbia,2020-09-08,31941,725,0,0
Hungary,2020-09-08,8963,625,3933,74992
Albania,2020-09-08,10406,319,0,0
Romania,2020-09-08,95897,3926,8522,142899
Bulgaria,2020-09-08,17146,677,937,23980
Greece,2020-09-08,11663,289,1650,95778
Slovakia,2020-09-08,4636,37,927,28183
Czech Republic,2020-09-08,28716,437,7649,98783
Macedonia,2020-09-08,15090,617,0,0
Montenegro,2020-09-08,5659,109,0,0
Latvia,2020-09-08,1429,35,39,14409
Lithuania,2020-09-08,3100,86,0,0
Estonia,2020-09-08,2531,64,165,12443
Cyprus,2020-09-08,1510,21,16,17787
Moldova,2020-09-08,40055,1074,0,0
Croatia,2020-09-08,12081,201,1629,29415
West Europe,2020-09-08,2207295,176211,190241,6504756
East Europe,2020-09-08,330144,10448,29186,664620
Baltic states,2020-09-08,7060,185,204,26852
Scandinavia,2020-09-08,125719,7085,4283,642864
EU,2020-09-08,2061169,141301,197661,5548347
West EU,2020-09-08,1799181,132649,168459,4865940
East EU,2020-09-08,261988,8652,29202,682407
Europe,2020-09-08,2537439,186659,219427,7169376
Balkans,2020-09-08,206453,6910,12738,292072
Mediterranean EU,2020-09-08,1231228,98357,140635,2685297
Non-Med EU,2020-09-08,832084,42954,57052,2872504
Ireland,2020-09-09,30080,1778,1196,74796
United Kingdom,2020-09-09,352560,41586,21010,1549119
France,2020-09-09,335524,30764,56205,1150309
Spain,2020-09-09,543379,29628,67337,650349
Portugal,2020-09-09,60895,1846,3367,127316
Germany,2020-09-09,253474,9338,9443,1162133
Denmark,2020-09-09,18356,628,1669,330923
Netherlands,2020-09-09,76475,6235,7147,197923
Belgium,2020-09-09,90840,9915,6012,213854
Italy,2020-09-09,280153,35563,9959,598861
Austria,2020-09-09,30200,747,3977,86241
Switzerland,2020-09-09,44729,1734,0,0
Sweden,2020-09-09,85985,5848,1555,142673
Norway,2020-09-09,11519,264,746,80243
Finland,2020-09-09,8337,336,287,79571
Iceland,2020-09-09,2150,10,26,9454
Luxembourg,2020-09-09,6974,124,305,50991
Poland,2020-09-09,71526,2136,3263,128256
Ukraine,2020-09-09,143030,2979,0,0
Belarus,2020-09-09,73208,721,0,0
Slovenia,2020-09-09,3232,130,472,15482
Bosnia and Herzegovina,2020-09-09,21961,669,0,0
Serbia,2020-09-09,31994,727,0,0
Hungary,2020-09-09,9304,626,3933,74992
Albania,2020-09-09,10553,321,0,0
Romania,2020-09-09,97033,3967,8522,142899
Bulgaria,2020-09-09,17313,692,937,23980
Greece,2020-09-09,11832,290,1650,95778
Slovakia,2020-09-09,4727,37,927,28183
Czech Republic,2020-09-09,29877,441,7649,98783
Macedonia,2020-09-09,15127,623,0,0
Montenegro,2020-09-09,5875,112,0,0
Latvia,2020-09-09,1432,35,39,14409
Lithuania,2020-09-09,3131,86,0,0
Estonia,2020-09-09,2563,64,165,12443
Cyprus,2020-09-09,1511,21,16,17787
Moldova,2020-09-09,40556,1087,0,0
Croatia,2020-09-09,12285,203,1629,29415
West Europe,2020-09-09,2231630,176344,190241,6504756
East Europe,2020-09-09,334638,10536,29186,664620
Baltic states,2020-09-09,7126,185,204,26852
Scandinavia,2020-09-09,126347,7086,4283,642864
EU,2020-09-09,2086438,141478,197661,5548347
West EU,2020-09-09,1820672,132750,168459,4865940
East EU,2020-09-09,265766,8728,29202,682407
Europe,2020-09-09,2566268,186880,219427,7169376
Balkans,2020-09-09,208846,6981,12738,292072
Mediterranean EU,2020-09-09,1248811,98445,140635,2685297
Non-Med EU,2020-09-09,839777,43043,57052,2872504
Ireland,2020-09-10,30164,1781,1196,74796
United Kingdom,2020-09-10,355219,41594,21010,1549119
France,2020-09-10,344101,30794,56205,1150309
Spain,2020-09-10,554143,29699,67337,650349
Portugal,2020-09-10,61541,1849,3367,127316
Germany,2020-09-10,255366,9341,9443,1162133
Denmark,2020-09-10,18607,628,1669,330923
Netherlands,2020-09-10,77615,6237,7147,197923
Belgium,2020-09-10,91864,9917,6012,213854
Italy,2020-09-10,281583,35577,9959,598861
Austria,2020-09-10,30954,747,3977,86241
Switzerland,2020-09-10,45197,1734,0,0
Sweden,2020-09-10,86299,5850,1555,142673
Norway,2020-09-10,11624,264,746,80243
Finland,2020-09-10,8430,337,287,79571
Iceland,2020-09-10,2153,10,26,9454
Luxembourg,2020-09-10,7023,124,305,50991
Poland,2020-09-10,71947,2147,3263,128256
Ukraine,2020-09-10,145612,2979,0,0
Belarus,2020-09-10,73402,726,0,0
Slovenia,2020-09-10,3312,131,472,15482
Bosnia and Herzegovina,2020-09-10,22258,675,0,0
Serbia,2020-09-10,32078,728,0,0
Hungary,2020-09-10,9715,628,3933,74992
Albania,2020-09-10,10704,322,0,0
Romania,2020-09-10,98304,4018,8522,142899
Bulgaria,2020-09-10,17435,702,937,23980
Greece,2020-09-10,12080,293,1650,95778
Slovakia,2020-09-10,4888,37,927,28183
Czech Republic,2020-09-10,31036,444,7649,98783
Macedonia,2020-09-10,15226,631,0,0
Montenegro,2020-09-10,6094,114,0,0
Latvia,2020-09-10,1443,35,39,14409
Lithuania,2020-09-10,3163,86,0,0
Estonia,2020-09-10,2585,64,165,12443
Cyprus,2020-09-10,1514,21,16,17787
Moldova,2020-09-10,41144,1096,0,0
Croatia,2020-09-10,12626,206,1629,29415
West Europe,2020-09-10,2261883,176483,190241,6504756
East Europe,2020-09-10,339668,10630,29186,664620
Baltic states,2020-09-10,7191,185,204,26852
Scandinavia,2020-09-10,127113,7089,4283,642864
EU,2020-09-10,2117738,141693,197661,5548347
West EU,2020-09-10,1847690,132881,168459,4865940
East EU,2020-09-10,270048,8812,29202,682407
Europe,2020-09-10,2601551,187113,219427,7169376
Balkans,2020-09-10,211579,7058,12738,292072
Mediterranean EU,2020-09-10,1270900,98570,140635,2685297
Non-Med EU,2020-09-10,848991,43133,57052,2872504
Ireland,2020-09-11,30360,1781,1196,74796
United Kingdom,2020-09-11,358138,41608,21010,1549119
France,2020-09-11,353944,30813,56205,1150309
Spain,2020-09-11,566326,29747,67337,650349
Portugal,2020-09-11,62126,1852,3367,127316
Germany,2020-09-11,256850,9342,9443,1162133
Denmark,2020-09-11,18924,629,1669,330923
Netherlands,2020-09-11,78438,6240,7147,197923
Belgium,2020-09-11,93007,9920,6012,213854
Italy,2020-09-11,283180,35587,9959,598861
Austria,2020-09-11,31451,748,3977,86241
Switzerland,2020-09-11,45602,1736,0,0
Sweden,2020-09-11,86554,5852,1555,142673
Norway,2020-09-11,11746,265,746,80243
Finland,2020-09-11,8469,337,287,79571
Iceland,2020-09-11,2157,10,26,9454
Luxembourg,2020-09-11,7088,124,305,50991
Poland,2020-09-11,72453,2159,3263,128256
Ukraine,2020-09-11,148756,3076,0,0
Belarus,2020-09-11,73591,732,0,0
Slovenia,2020-09-11,3388,131,472,15482
Bosnia and Herzegovina,2020-09-11,22544,680,0,0
Serbia,2020-09-11,32136,729,0,0
Hungary,2020-09-11,10191,630,3933,74992
Albania,2020-09-11,10860,324,0,0
Romania,2020-09-11,99684,4065,8522,142899
Bulgaria,2020-09-11,17598,706,937,23980
Greece,2020-09-11,12452,297,1650,95778
Slovakia,2020-09-11,5021,37,927,28183
Czech Republic,2020-09-11,32413,448,7649,98783
Macedonia,2020-09-11,15293,634,0,0
Montenegro,2020-09-11,6222,114,0,0
Latvia,2020-09-11,1448,35,39,14409
Lithuania,2020-09-11,3199,86,0,0
Estonia,2020-09-11,2600,64,165,12443
Cyprus,2020-09-11,1517,21,16,17787
Moldova,2020-09-11,41704,1106,0,0
Croatia,2020-09-11,12917,208,1629,29415
West Europe,2020-09-11,2294360,176591,190241,6504756
East Europe,2020-09-11,345126,10713,29186,664620
Baltic states,2020-09-11,7247,185,204,26852
Scandinavia,2020-09-11,127850,7093,4283,642864
EU,2020-09-11,2151598,141859,197661,5548347
West EU,2020-09-11,1876717,132972,168459,4865940
East EU,2020-09-11,274881,8887,29202,682407
Europe,2020-09-11,2639486,187304,219427,7169376
Balkans,2020-09-11,214413,7123,12738,292072
Mediterranean EU,2020-09-11,1295850,98656,140635,2685297
Non-Med EU,2020-09-11,857905,43213,57052,2872504
Ireland,2020-09-12,30571,1781,1808,86079
United Kingdom,2020-09-12,361677,41614,25184,1829949
France,2020-09-12,363350,30893,68283,1165636
Spain,2020-09-12,566326,29747,73714,737636
Portugal,2020-09-12,62813,1855,4715,135769
Germany,2020-09-12,258480,9347,11987,1149257
Denmark,2020-09-12,19216,629,2631,353076
Netherlands,2020-09-12,79706,6243,10904,201676
Belgium,2020-09-12,94291,9925,9947,251200
Italy,2020-09-12,284796,35597,10272,614696
Austria,2020-09-12,32456,750,4997,102617
Switzerland,2020-09-12,46130,1739,0,0
Sweden,2020-09-12,86845,5856,2053,139471
Norway,2020-09-12,11866,265,779,75210
Finland,2020-09-12,8512,337,410,97617
Iceland,2020-09-12,2161,10,145,17068
Luxembourg,2020-09-12,7159,124,559,40638
Poland,2020-09-12,73047,2169,4680,133855
Ukraine,2020-09-12,148756,3076,0,0
Belarus,2020-09-12,73784,738,0,0
Slovenia,2020-09-12,3498,131,706,18339
Bosnia and Herzegovina,2020-09-12,22834,686,0,0
Serbia,2020-09-12,32228,730,0,0
Hungary,2020-09-12,10909,631,6165,78224
Albania,2020-09-12,11021,327,0,0
Romania,2020-09-12,101075,4100,9164,140116
Bulgaria,2020-09-12,17799,713,928,28047
Greece,2020-09-12,12734,300,1942,78306
Slovakia,2020-09-12,5252,37,1093,28272
Czech Republic,2020-09-12,33860,450,12905,128483
Macedonia,2020-09-12,15414,637,0,0
Montenegro,2020-09-12,6385,115,0,0
Latvia,2020-09-12,1459,35,51,16575
Lithuania,2020-09-12,3243,86,368,16832
Estonia,2020-09-12,2632,64,220,16384
Cyprus,2020-09-12,1520,21,57,17670
Moldova,2020-09-12,42183,1114,0,0
Croatia,2020-09-12,13107,211,1357,31955
West Europe,2020-09-12,2316355,176712,228388,6997595
East Europe,2020-09-12,351083,10785,39579,715388
Baltic states,2020-09-12,7334,185,639,49791
Scandinavia,2020-09-12,128600,7097,6018,682442
EU,2020-09-12,2174656,142032,241916,5808426
West EU,2020-09-12,1894521,133084,202280,5075368
East EU,2020-09-12,280135,8948,39636,733058
Europe,2020-09-12,2667438,187497,267967,7712983
Balkans,2020-09-12,217183,7182,13391,278424
Mediterranean EU,2020-09-12,1308144,98755,161046,2800007
Non-Med EU,2020-09-12,868673,43287,81015,3025487
Ireland,2020-09-13,30730,1783,1808,86079
United Kingdom,2020-09-13,365174,41623,25184,1829949
France,2020-09-13,373911,30910,68283,1165636
Spain,2020-09-13,566326,29747,73714,737636
Portugal,2020-09-13,63310,1860,4715,135769
Germany,2020-09-13,259428,9349,11987,1149257
Denmark,2020-09-13,19216,629,2631,353076
Netherlands,2020-09-13,80937,6244,10904,201676
Belgium,2020-09-13,94908,9926,9947,251200
Italy,2020-09-13,286297,35603,10272,614696
Austria,2020-09-13,32951,754,4997,102617
Switzerland,2020-09-13,46595,1742,0,0
Sweden,2020-09-13,87051,5857,2053,139471
Norway,2020-09-13,11866,265,779,75210
Finland,2020-09-13,8512,337,410,97617
Iceland,2020-09-13,2162,10,145,17068
Luxembourg,2020-09-13,7159,124,559,40638
Poland,2020-09-13,73650,2182,4680,133855
Ukraine,2020-09-13,151859,3103,0,0
Belarus,2020-09-13,73975,744,0,0
Slovenia,2020-09-13,3603,131,706,18339
Bosnia and Herzegovina,2020-09-13,23134,686,0,0
Serbia,2020-09-13,32300,731,0,0
Hungary,2020-09-13,11825,633,6165,78224
Albania,2020-09-13,11185,330,0,0
Romania,2020-09-13,102386,4127,9164,140116
Bulgaria,2020-09-13,17891,717,928,28047
Greece,2020-09-13,13036,302,1942,78306
Slovakia,2020-09-13,5453,38,1093,28272
Czech Republic,2020-09-13,35401,453,12905,128483
Macedonia,2020-09-13,15555,642,0,0
Montenegro,2020-09-13,6530,118,0,0
Latvia,2020-09-13,1464,35,51,16575
Lithuania,2020-09-13,3296,86,368,16832
Estonia,2020-09-13,2655,64,220,16384
Cyprus,2020-09-13,1523,21,57,17670
Moldova,2020-09-13,42714,1118,0,0
Croatia,2020-09-13,13368,218,1357,31955
West Europe,2020-09-13,2336533,176763,228388,6997595
East Europe,2020-09-13,357177,10851,39579,715388
Baltic states,2020-09-13,7415,185,639,49791
Scandinavia,2020-09-13,128807,7098,6018,682442
EU,2020-09-13,2196287,142130,241916,5808426
West EU,2020-09-13,1910736,133123,202280,5075368
East EU,2020-09-13,285551,9007,39636,733058
Europe,2020-09-13,2693710,187614,267967,7712983
Balkans,2020-09-13,219830,7229,13391,278424
Mediterranean EU,2020-09-13,1321374,98792,161046,2800007
Non-Med EU,2020-09-13,877075,43348,81015,3025487
Ireland,2020-09-14,30985,1784,1808,86079
United Kingdom,2020-09-14,368504,41628,25184,1829949
France,2020-09-14,381094,30916,68283,1165636
Spain,2020-09-14,593730,29848,73714,737636
Portugal,2020-09-14,63983,1867,4715,135769
Germany,2020-09-14,260355,9350,11987,1149257
Denmark,2020-09-14,19216,629,2631,353076
Netherlands,2020-09-14,82023,6245,10904,201676
Belgium,2020-09-14,95209,9927,9947,251200
Italy,2020-09-14,287753,35610,10272,614696
Austria,2020-09-14,33335,756,4997,102617
Switzerland,2020-09-14,47068,1746,0,0
Sweden,2020-09-14,87157,5859,2053,139471
Norway,2020-09-14,11866,265,779,75210
Finland,2020-09-14,8580,337,410,97617
Iceland,2020-09-14,2165,10,145,17068
Luxembourg,2020-09-14,7194,124,559,40638
Poland,2020-09-14,74152,2188,4680,133855
Ukraine,2020-09-14,154335,3178,0,0
Belarus,2020-09-14,74173,750,0,0
Slovenia,2020-09-14,3702,131,706,18339
Bosnia and Herzegovina,2020-09-14,23462,689,0,0
Serbia,2020-09-14,32408,733,0,0
Hungary,2020-09-14,12309,637,6165,78224
Albania,2020-09-14,11353,334,0,0
Romania,2020-09-14,103495,4163,9164,140116
Bulgaria,2020-09-14,17918,720,928,28047
Greece,2020-09-14,13240,305,1942,78306
Slovakia,2020-09-14,5532,38,1093,28272
Czech Republic,2020-09-14,36188,456,12905,128483
Macedonia,2020-09-14,15694,646,0,0
Montenegro,2020-09-14,6712,120,0,0
Latvia,2020-09-14,1474,35,51,16575
Lithuania,2020-09-14,3335,87,368,16832
Estonia,2020-09-14,2676,64,220,16384
Cyprus,2020-09-14,1526,21,57,17670
Moldova,2020-09-14,42978,1123,0,0
Croatia,2020-09-14,13533,224,1357,31955
West Europe,2020-09-14,2380217,176901,228388,6997595
East Europe,2020-09-14,361489,10924,39579,715388
Baltic states,2020-09-14,7485,186,639,49791
Scandinavia,2020-09-14,128984,7100,6018,682442
EU,2020-09-14,2239694,142321,241916,5808426
West EU,2020-09-14,1950614,133252,202280,5075368
East EU,2020-09-14,289080,9069,39636,733058
Europe,2020-09-14,2741706,187825,267967,7712983
Balkans,2020-09-14,222121,7288,13391,278424
Mediterranean EU,2020-09-14,1358561,98922,161046,2800007
Non-Med EU,2020-09-14,883298,43409,81015,3025487
Ireland,2020-09-15,31192,1784,1808,86079
United Kingdom,2020-09-15,371125,41637,25184,1829949
France,2020-09-15,387252,30950,68283,1165636
Spain,2020-09-15,603167,30004,73714,737636
Portugal,2020-09-15,64596,1871,4715,135769
Germany,2020-09-15,261762,9362,11987,1149257
Denmark,2020-09-15,19800,633,2631,353076
Netherlands,2020-09-15,83321,6247,10904,201676
Belgium,2020-09-15,96933,9931,9947,251200
Italy,2020-09-15,288761,35624,10272,614696
Austria,2020-09-15,33884,757,4997,102617
Switzerland,2020-09-15,47325,1746,0,0
Sweden,2020-09-15,87377,5861,2053,139471
Norway,2020-09-15,12155,265,779,75210
Finland,2020-09-15,8627,339,410,97617
Iceland,2020-09-15,2168,10,145,17068
Luxembourg,2020-09-15,7244,124,559,40638
Poland,2020-09-15,74529,2203,4680,133855
Ukraine,2020-09-15,156797,3211,0,0
Belarus,2020-09-15,74360,756,0,0
Slovenia,2020-09-15,3755,131,706,18339
Bosnia and Herzegovina,2020-09-15,23630,698,0,0
Serbia,2020-09-15,32437,733,0,0
Hungary,2020-09-15,13153,642,6165,78224
Albania,2020-09-15,11520,338,0,0
Romania,2020-09-15,104187,4185,9164,140116
Bulgaria,2020-09-15,18061,730,928,28047
Greece,2020-09-15,13420,310,1942,78306
Slovakia,2020-09-15,5580,38,1093,28272
Czech Republic,2020-09-15,37222,465,12905,128483
Macedonia,2020-09-15,15791,648,0,0
Montenegro,2020-09-15,6900,121,0,0
Latvia,2020-09-15,1477,35,51,16575
Lithuania,2020-09-15,3386,87,368,16832
Estonia,2020-09-15,2698,64,220,16384
Cyprus,2020-09-15,1534,22,57,17670
Moldova,2020-09-15,43207,1130,0,0
Croatia,2020-09-15,13598,227,1357,31955
West Europe,2020-09-15,2406689,177145,228388,6997595
East Europe,2020-09-15,365553,11007,39579,715388
Baltic states,2020-09-15,7561,186,639,49791
Scandinavia,2020-09-15,130127,7108,6018,682442
EU,2020-09-15,2266516,142626,241916,5808426
West EU,2020-09-15,1973916,133487,202280,5075368
East EU,2020-09-15,292600,9139,39636,733058
Europe,2020-09-15,2772242,188152,267967,7712983
Balkans,2020-09-15,223753,7342,13391,278424
Mediterranean EU,2020-09-15,1376083,99139,161046,2800007
Non-Med EU,2020-09-15,892601,43497,81015,3025487
Ireland,2020-09-16,31549,1787,1808,86079
United Kingdom,2020-09-16,374228,41664,25184,1829949
France,2020-09-16,395104,30999,68283,1165636
Spain,2020-09-16,614360,30243,73714,737636
Portugal,2020-09-16,65021,1875,4715,135769
Germany,2020-09-16,263663,9368,11987,1149257
Denmark,2020-09-16,20129,633,2631,353076
Netherlands,2020-09-16,84697,6249,10904,201676
Belgium,2020-09-16,98561,9934,9947,251200
Italy,2020-09-16,289990,35633,10272,614696
Austria,2020-09-16,34744,757,4997,102617
Switzerland,2020-09-16,47640,1747,0,0
Sweden,2020-09-16,87669,5862,2053,139471
Norway,2020-09-16,12277,265,779,75210
Finland,2020-09-16,8725,339,410,97617
Iceland,2020-09-16,2174,10,145,17068
Luxembourg,2020-09-16,7284,124,559,40638
Poland,2020-09-16,75134,2227,4680,133855
Ukraine,2020-09-16,162660,3340,0,0
Belarus,2020-09-16,74552,761,0,0
Slovenia,2020-09-16,3837,131,706,18339
Bosnia and Herzegovina,2020-09-16,23924,718,0,0
Serbia,2020-09-16,32511,735,0,0
Hungary,2020-09-16,14460,654,6165,78224
Albania,2020-09-16,11672,340,0,0
Romania,2020-09-16,105298,4236,9164,140116
Bulgaria,2020-09-16,18216,736,928,28047
Greece,2020-09-16,13730,313,1942,78306
Slovakia,2020-09-16,5768,38,1093,28272
Czech Republic,2020-09-16,38896,476,12905,128483
Macedonia,2020-09-16,15925,661,0,0
Montenegro,2020-09-16,7061,123,0,0
Latvia,2020-09-16,1482,35,51,16575
Lithuania,2020-09-16,3442,87,368,16832
Estonia,2020-09-16,2722,64,220,16384
Cyprus,2020-09-16,1540,22,57,17670
Moldova,2020-09-16,43734,1144,0,0
Croatia,2020-09-16,13749,230,1357,31955
West Europe,2020-09-16,2437815,177489,228388,6997595
East Europe,2020-09-16,371902,11143,39579,715388
Baltic states,2020-09-16,7646,186,639,49791
Scandinavia,2020-09-16,130974,7109,6018,682442
EU,2020-09-16,2299770,143052,241916,5808426
West EU,2020-09-16,2001496,133803,202280,5075368
East EU,2020-09-16,298274,9249,39636,733058
Europe,2020-09-16,2809717,188632,267967,7712983
Balkans,2020-09-16,226161,7431,13391,278424
Mediterranean EU,2020-09-16,1397331,99446,161046,2800007
Non-Med EU,2020-09-16,904613,43616,81015,3025487
Ireland,2020-09-17,31799,1788,1808,86079
United Kingdom,2020-09-17,378219,41684,25184,1829949
France,2020-09-17,404888,31045,68283,1165636
Spain,2020-09-17,625651,30405,73714,737636
Portugal,2020-09-17,65626,1878,4715,135769
Germany,2020-09-17,265857,9371,11987,1149257
Denmark,2020-09-17,20571,633,2631,353076
Netherlands,2020-09-17,86237,6251,10904,201676
Belgium,2020-09-17,100502,9936,9947,251200
Italy,2020-09-17,291442,35645,10272,614696
Austria,2020-09-17,35448,758,4997,102617
Switzerland,2020-09-17,48154,1754,0,0
Sweden,2020-09-17,87999,5864,2053,139471
Norway,2020-09-17,12393,265,779,75210
Finland,2020-09-17,8750,339,410,97617
Iceland,2020-09-17,2189,10,145,17068
Luxembourg,2020-09-17,7394,124,559,40638
Poland,2020-09-17,75734,2237,4680,133855
Ukraine,2020-09-17,162660,3340,0,0
Belarus,2020-09-17,74763,767,0,0
Slovenia,2020-09-17,3960,131,706,18339
Bosnia and Herzegovina,2020-09-17,24206,729,0,0
Serbia,2020-09-17,32613,736,0,0
Hungary,2020-09-17,15170,663,6165,78224
Albania,2020-09-17,11816,343,0,0
Romania,2020-09-17,107011,4285,9164,140116
Bulgaria,2020-09-17,18390,744,928,28047
