dateStr,territory,deaths,cases,weekTests
2020-04-10,18,65,901,
2020-04-10,15,231,3442,
2020-04-10,8,2397,19128,
2020-04-10,6,179,2349,
2020-04-10,12,263,4583,
2020-04-10,7,709,5191,
2020-04-10,3,10238,56048,
2020-04-10,11,682,5084,
2020-04-10,14,13,243,
2020-04-10,21,191,1955,
2020-04-10,22,275,2816,
2020-04-10,1,1532,15012,
2020-04-10,16,238,2809,
2020-04-10,20,69,1063,
2020-04-10,19,148,2302,
2020-04-10,9,454,6727,
2020-04-10,10,52,1302,
2020-04-10,2,107,879,
2020-04-10,5,793,13421,
2020-04-11,13,206,2120,
2020-04-11,17,17,312,
2020-04-11,18,66,915,
2020-04-11,15,238,3517,
2020-04-11,8,2481,19635,
2020-04-11,6,185,2393,
2020-04-11,12,273,4723,
2020-04-11,7,734,5376,
2020-04-11,3,10511,57592,
2020-04-11,11,689,5211,
2020-04-11,14,14,246,
2020-04-11,21,200,1957,
2020-04-11,22,284,2970,
2020-04-11,1,1633,16008,
2020-04-11,16,253,2904,
2020-04-11,20,73,1091,
2020-04-11,19,154,2364,
2020-04-11,9,467,6958,
2020-04-11,10,52,1309,
2020-04-11,2,107,902,
2020-04-11,5,831,13768,
2020-04-12,13,212,2160,
2020-04-12,17,18,315,
2020-04-12,18,66,923,
2020-04-12,15,242,3604,
2020-04-12,8,2564,20098,
2020-04-12,6,195,2431,
2020-04-12,12,279,4845,
2020-04-12,7,749,5494,
2020-04-12,3,10621,59052,
2020-04-12,11,700,5303,
2020-04-12,14,15,257,
2020-04-12,21,205,2098,
2020-04-12,22,293,3053,
2020-04-12,1,1729,16660,
2020-04-12,16,260,2989,
2020-04-12,20,73,1113,
2020-04-12,19,163,2416,
2020-04-12,9,495,7235,
2020-04-12,10,52,1319,
2020-04-12,2,112,921,
2020-04-12,5,856,14077,
2020-04-13,13,224,2213,
2020-04-13,17,18,319,
2020-04-13,18,67,928,
2020-04-13,15,248,3670,
2020-04-13,8,2615,20440,
2020-04-13,6,202,2482,
2020-04-13,12,284,4968,
2020-04-13,7,760,5596,
2020-04-13,3,10901,60314,
2020-04-13,11,713,5381,
2020-04-13,14,15,257,
2020-04-13,21,212,2149,
2020-04-13,22,300,3126,
2020-04-13,1,1826,17134,
2020-04-13,16,267,3065,
2020-04-13,20,75,1128,
2020-04-13,19,171,2458,
2020-04-13,9,518,7390,
2020-04-13,10,52,1320,
2020-04-13,2,115,927,
2020-04-13,5,882,14251,
2020-04-14,13,232,2245,
2020-04-14,17,19,319,
2020-04-14,18,68,956,
2020-04-14,15,260,3769,
2020-04-14,8,2705,20752,
2020-04-14,6,206,2520,
2020-04-14,12,300,5111,
2020-04-14,7,793,5808,
2020-04-14,3,11142,61326,
2020-04-14,11,728,5426,
2020-04-14,14,15,257,
2020-04-14,21,214,2184,
2020-04-14,22,310,3141,
2020-04-14,1,1927,17690,
2020-04-14,16,278,3118,
2020-04-14,20,80,1138,
2020-04-14,19,175,2501,
2020-04-14,9,538,7527,
2020-04-14,10,53,1321,
2020-04-14,2,118,947,
2020-04-14,5,906,14432,
2020-04-15,13,240,2274,
2020-04-15,17,21,320,
2020-04-15,18,71,971,
2020-04-15,15,278,3807,
2020-04-15,8,2788,21029,
2020-04-15,6,212,2544,
2020-04-15,12,311,5232,
2020-04-15,7,807,5936,
2020-04-15,3,11377,62153,
2020-04-15,11,746,5503,
2020-04-15,14,15,263,
2020-04-15,21,223,2224,
2020-04-15,22,318,3220,
2020-04-15,1,2015,18229,
2020-04-15,16,288,3184,
2020-04-15,20,83,1161,
2020-04-15,19,181,2535,
2020-04-15,9,556,7666,
2020-04-15,10,54,1322,
2020-04-15,2,121,958,
2020-04-15,5,940,14624,
2020-04-16,13,243,2346,
2020-04-16,17,22,336,
2020-04-16,18,72,1009,
2020-04-16,15,286,3887,
2020-04-16,8,2843,21486,
2020-04-16,6,217,2616,
2020-04-16,12,316,5380,
2020-04-16,7,828,6039,
2020-04-16,3,11608,63094,
2020-04-16,11,764,5582,
2020-04-16,14,16,263,
2020-04-16,21,225,2267,
2020-04-16,22,322,3294,
2020-04-16,1,2094,19108,
2020-04-16,16,299,3258,
2020-04-16,20,85,1164,
2020-04-16,19,187,2579,
2020-04-16,9,585,7943,
2020-04-16,10,55,1329,
2020-04-16,2,122,971,
2020-04-16,5,981,14990,
2020-04-17,13,246,2443,
2020-04-17,17,22,337,
2020-04-17,18,73,991,
2020-04-17,15,293,3951,
2020-04-17,8,2903,21834,
2020-04-17,6,220,2675,
2020-04-17,12,332,5524,
2020-04-17,7,866,6188,
2020-04-17,3,11851,64135,
2020-04-17,11,785,5668,
2020-04-17,14,16,269,
2020-04-17,21,234,2296,
2020-04-17,22,342,3376,
2020-04-17,1,2171,19803,
2020-04-17,16,307,3327,
2020-04-17,20,86,1178,
2020-04-17,19,190,2625,
2020-04-17,9,602,8110,
2020-04-17,10,57,1337,
2020-04-17,2,123,993,
2020-04-17,5,1026,15374,
2020-04-18,13,253,2487,
2020-04-18,17,23,339,
2020-04-18,18,73,1011,
2020-04-18,15,300,3988,
2020-04-18,8,2965,22184,
2020-04-18,6,222,2731,
2020-04-18,12,340,5668,
2020-04-18,7,897,6301,
2020-04-18,3,12050,65381,
2020-04-18,11,795,5721,
2020-04-18,14,16,269,
2020-04-18,21,239,2325,
2020-04-18,22,348,3431,
2020-04-18,1,2252,20464,
2020-04-18,16,314,3409,
2020-04-18,20,86,1198,
2020-04-18,19,196,2672,
2020-04-18,9,618,8237,
2020-04-18,10,57,1344,
2020-04-18,2,124,1073,
2020-04-18,5,1059,15692,
2020-04-19,13,258,2521,22424
2020-04-19,17,24,342,6528
2020-04-19,18,75,1035,22234
2020-04-19,15,304,4029,34994
2020-04-19,8,3023,22560,88776
2020-04-19,6,225,2745,27544
2020-04-19,12,341,5755,22702
2020-04-19,7,928,6528,21103
2020-04-19,3,12213,66236,183757
2020-04-19,11,807,5769,27099
2020-04-19,14,17,279,3482
2020-04-19,21,245,2380,14783
2020-04-19,22,360,3532,16685
2020-04-19,1,2331,21057,71644
2020-04-19,16,316,3529,41580
2020-04-19,20,86,1215,13760
2020-04-19,19,200,2717,49772
2020-04-19,9,637,8372,84620
2020-04-19,10,58,1348,16790
2020-04-19,2,125,1088,3802
2020-04-19,5,1087,15935,161231
2020-04-20,13,263,2612,22552
2020-04-20,17,24,342,6868
2020-04-20,18,75,1038,22847
2020-04-20,15,309,4074,36153
2020-04-20,8,3079,22867,90894
2020-04-20,6,239,2775,28777
2020-04-20,12,349,5815,23067
2020-04-20,7,957,6669,21979
2020-04-20,3,12376,66971,173333
2020-04-20,11,822,5826,28006
2020-04-20,14,18,281,3683
2020-04-20,21,249,2394,15089
2020-04-20,22,366,3590,17347
2020-04-20,1,2409,21349,73192
2020-04-20,16,326,3567,43119
2020-04-20,20,86,1228,14160
2020-04-20,19,203,2759,51373
2020-04-20,9,667,8507,85946
2020-04-20,10,58,1349,17099
2020-04-20,2,127,1088,3910
2020-04-20,5,1112,16127,163757
2020-04-21,13,271,2667,23901
2020-04-21,17,24,350,7470
2020-04-21,18,76,1047,23914
2020-04-21,15,317,4135,37505
2020-04-21,8,3147,23092,93367
2020-04-21,6,241,2792,31352
2020-04-21,12,363,5895,24046
2020-04-21,7,990,6764,22670
2020-04-21,3,12579,67931,173333
2020-04-21,11,834,5877,29090
2020-04-21,14,18,282,4015
2020-04-21,21,251,2410,15405
2020-04-21,22,376,3614,17705
2020-04-21,1,2485,21955,76406
2020-04-21,16,351,3622,44760
2020-04-21,20,93,1236,14526
2020-04-21,19,206,2835,55093
2020-04-21,9,686,8603,87717
2020-04-21,10,60,1353,17873
2020-04-21,2,126,1093,3969
2020-04-21,5,1154,16404,167129
2020-04-22,13,276,2733,24317
2020-04-22,17,24,354,8040
2020-04-22,18,76,1060,24878
2020-04-22,15,327,4185,38679
2020-04-22,8,3204,23434,96824
2020-04-22,6,246,2817,32871
2020-04-22,12,370,5975,25244
2020-04-22,7,1022,6918,23756
2020-04-22,3,12740,69092,184323
2020-04-22,11,845,5924,30543
2020-04-22,14,19,284,4252
2020-04-22,21,256,2416,15736
2020-04-22,22,381,3646,17672
2020-04-22,1,2559,22739,81176
2020-04-22,16,362,3730,46925
2020-04-22,20,96,1247,15354
2020-04-22,19,208,2883,58732
2020-04-22,9,705,8700,91747
2020-04-22,10,61,1357,18679
2020-04-22,2,127,1095,4011
2020-04-22,5,1181,16738,171735
2020-04-23,13,280,2785,24751
2020-04-23,17,24,356,8511
2020-04-23,18,76,1069,26187
2020-04-23,15,332,4238,38679
2020-04-23,8,3269,23723,99714
2020-04-23,6,256,2858,34057
2020-04-23,12,375,6054,26298
2020-04-23,7,1047,7049,25045
2020-04-23,3,12940,70165,190451
2020-04-23,11,857,5952,31673
2020-04-23,14,20,284,4478
2020-04-23,21,261,2435,16442
2020-04-23,22,382,3727,18656
2020-04-23,1,2630,23140,84648
2020-04-23,16,372,3839,49403
2020-04-23,20,98,1254,16094
2020-04-23,19,213,2926,62150
2020-04-23,9,723,8780,94426
2020-04-23,10,61,1362,19627
2020-04-23,2,127,1096,4133
2020-04-23,5,1206,16881,177154
2020-04-24,13,286,2803,25397
2020-04-24,17,24,360,9026
2020-04-24,18,80,1079,26811
2020-04-24,15,336,4282,40053
2020-04-24,8,3303,23970,102495
2020-04-24,6,258,2882,35547
2020-04-24,12,384,6132,86545
2020-04-24,7,1076,7173,26040
2020-04-24,3,13106,71256,196406
2020-04-24,11,865,6028,33113
2020-04-24,14,20,287,4718
2020-04-24,21,263,2456,17024
2020-04-24,22,389,3776,19250
2020-04-24,1,2699,23822,89392
2020-04-24,16,383,3881,51517
2020-04-24,20,102,1257,18050
2020-04-24,19,218,2981,63626
2020-04-24,9,742,8877,96180
2020-04-24,10,62,1363,20733
2020-04-24,2,129,1100,4454
2020-04-24,5,1244,17229,181473
2020-04-25,13,293,2832,25959
2020-04-25,17,25,361,9792
2020-04-25,18,80,1088,28006
2020-04-25,15,341,4299,41399
2020-04-25,8,3347,24209,105628
2020-04-25,6,263,2903,37211
2020-04-25,12,387,6224,90582
2020-04-25,7,1093,7301,26898
2020-04-25,3,13269,71969,202827
2020-04-25,11,874,6058,34256
2020-04-25,14,21,292,5089
2020-04-25,21,265,2476,17573
2020-04-25,22,400,3838,19394
2020-04-25,1,2767,24426,93325
2020-04-25,16,391,3912,53500
2020-04-25,20,103,1271,18480
2020-04-25,19,224,3020,64892
2020-04-25,9,760,9015,98753
2020-04-25,10,63,1366,21842
2020-04-25,2,130,1100,4694
2020-04-25,5,1288,17391,186426
2020-04-26,13,295,2859,26184
2020-04-26,17,25,366,10077
2020-04-26,18,80,1089,28900
2020-04-26,15,345,4331,42279
2020-04-26,8,3386,24450,109192
2020-04-26,6,264,2917,38202
2020-04-26,12,389,6309,93811
2020-04-26,7,1114,7488,27852
2020-04-26,3,13325,72889,208471
2020-04-26,11,879,6111,35107
2020-04-26,14,21,296,5334
2020-04-26,21,269,2481,17895
2020-04-26,22,405,3894,19902
2020-04-26,1,2823,24820,96977
2020-04-26,16,399,3948,55397
2020-04-26,20,109,1280,19162
2020-04-26,19,228,3055,65689
2020-04-26,9,778,9147,99751
2020-04-26,10,64,1368,22320
2020-04-26,2,131,1106,4624
2020-04-26,5,1315,17471,183513
2020-04-27,13,299,2874,26443
2020-04-27,17,25,366,10364
2020-04-27,18,83,1096,29834
2020-04-27,15,352,4349,42463
2020-04-27,8,3431,24662,111041
2020-04-27,6,271,2977,39330
2020-04-27,12,397,6392,95719
2020-04-27,7,1128,7642,28739
2020-04-27,3,13449,73479,211523
2020-04-27,11,884,6127,35617
2020-04-27,14,21,296,5423
2020-04-27,21,270,2496,18423
2020-04-27,22,407,3995,20199
2020-04-27,1,2878,25098,99144
2020-04-27,16,405,3958,55897
2020-04-27,20,109,1283,19424
2020-04-27,19,231,3085,66749
2020-04-27,9,795,9179,100869
2020-04-27,10,65,1370,22492
2020-04-27,2,133,1111,4873
2020-04-27,5,1344,17579,192751
2020-04-28,13,310,2899,27054
2020-04-28,17,25,366,10889
2020-04-28,18,85,1097,31802
2020-04-28,15,358,4380,42690
2020-04-28,8,3472,24914,116624
2020-04-28,6,278,2995,41273
2020-04-28,12,414,6467,98968
2020-04-28,7,1141,7772,29794
2020-04-28,3,13575,74348,216526
2020-04-28,11,893,6175,36650
2020-04-28,14,21,297,5538
2020-04-28,21,272,2498,18567
2020-04-28,22,412,4025,20539
2020-04-28,1,2936,25450,102514
2020-04-28,16,407,3980,57574
2020-04-28,20,109,1285,20053
2020-04-28,19,232,3120,68729
2020-04-28,9,811,9231,103891
2020-04-28,10,65,1379,23263
2020-04-28,2,135,1119,5069
2020-04-28,5,1408,17708,196864
2020-04-29,13,315,2923,27703
2020-04-29,17,25,366,11331
2020-04-29,18,86,1102,32961
2020-04-29,15,359,4410,43449
2020-04-29,8,3512,25177,118881
2020-04-29,6,285,3010,42902
2020-04-29,12,431,6545,103435
2020-04-29,7,1152,7889,30669
2020-04-29,3,13679,75134,223952
2020-04-29,11,899,6210,37877
2020-04-29,14,21,297,5857
2020-04-29,21,274,2507,18844
2020-04-29,22,416,4069,20944
2020-04-29,1,3003,25861,106179
2020-04-29,16,410,4029,59801
2020-04-29,20,116,1290,21071
2020-04-29,19,232,3140,71301
2020-04-29,9,827,9292,106150
2020-04-29,10,66,1391,24079
2020-04-29,2,137,1124,5337
2020-04-29,5,1437,17825,200737
2020-04-30,13,320,2930,28351
2020-04-30,17,25,367,12774
2020-04-30,18,86,1108,33950
2020-04-30,15,359,4423,44233
2020-04-30,8,3551,25436,122430
2020-04-30,6,289,3025,43691
2020-04-30,12,441,6616,107497
2020-04-30,7,1167,7993,31520
2020-04-30,3,13772,75732,229880
2020-04-30,11,906,6247,39145
2020-04-30,14,21,298,6228
2020-04-30,21,275,2518,19178
2020-04-30,22,418,4116,21622
2020-04-30,1,3066,26289,110157
2020-04-30,16,415,4072,61439
2020-04-30,20,116,1295,22358
2020-04-30,19,235,3166,74541
2020-04-30,9,842,9352,108596
2020-04-30,10,67,1392,25317
2020-04-30,2,137,1128,5647
2020-04-30,5,1459,17960,206347
2020-05-01,13,324,2948,29024
2020-05-01,17,25,378,13269
2020-05-01,18,86,1112,35101
2020-05-01,15,359,4444,44975
2020-05-01,8,3579,25644,125636
2020-05-01,6,294,3041,45566
2020-05-01,12,482,6672,111988
2020-05-01,7,1184,8126,32794
2020-05-01,3,13860,76469,236822
2020-05-01,11,911,6275,40123
2020-05-01,14,21,300,6450
2020-05-01,21,278,2528,19705
2020-05-01,22,423,4132,22602
2020-05-01,1,3097,26684,114786
2020-05-01,16,421,4099,62702
2020-05-01,20,117,1313,23442
2020-05-01,19,237,3194,77490
2020-05-01,9,854,9445,111349
2020-05-01,10,68,1393,26285
2020-05-01,2,137,1133,5818
2020-05-01,5,1479,18098,212706
2020-05-02,13,327,2964,29308
2020-05-02,17,25,380,13722
2020-05-02,18,88,1112,35975
2020-05-02,15,362,4459,45955
2020-05-02,8,3614,25850,128005
2020-05-02,6,295,3059,47259
2020-05-02,12,497,6756,114761
2020-05-02,7,1195,8312,34037
2020-05-02,3,14189,77002,243383
2020-05-02,11,916,6298,41156
2020-05-02,14,21,301,6808
2020-05-02,21,279,2535,20036
2020-05-02,22,425,4181,23380
2020-05-02,1,3126,27179,118814
2020-05-02,16,422,4133,63782
2020-05-02,20,119,1315,24065
2020-05-02,19,240,3213,77590
2020-05-02,9,863,9525,112437
2020-05-02,10,68,1394,26463
2020-05-02,2,137,1136,5931
2020-05-02,5,1502,18224,216997
2020-05-03,13,330,2996,29788
2020-05-03,17,25,386,14210
2020-05-03,18,88,1114,36874
2020-05-03,15,364,4484,47027
2020-05-03,8,3642,26016,131047
2020-05-03,6,297,3072,48041
2020-05-03,12,508,6809,117796
2020-05-03,7,1209,8359,34613
2020-05-03,3,14231,77528,247176
2020-05-03,11,927,6319,42281
2020-05-03,14,22,301,6808
2020-05-03,21,281,2536,20166
2020-05-03,22,429,4247,24085
2020-05-03,1,3152,27430,121176
2020-05-03,16,424,4144,64781
2020-05-03,20,119,1319,24662
2020-05-03,19,242,3240,78409
2020-05-03,9,872,9563,114354
2020-05-03,10,68,1394,26973
2020-05-03,2,138,1142,6046
2020-05-03,5,1516,18318,220598
2020-05-04,13,332,3000,30047
2020-05-04,17,25,386,14455
2020-05-04,18,88,1118,37390
2020-05-04,15,366,4498,48275
2020-05-04,8,3666,26175,133329
2020-05-04,6,299,3076,48250
2020-05-04,12,524,6847,120095
2020-05-04,7,1221,8412,35443
2020-05-04,3,14294,78105,251661
2020-05-04,11,932,6363,42838
2020-05-04,14,22,301,7057
2020-05-04,21,284,2541,20333
2020-05-04,22,430,4258,24500
2020-05-04,1,3186,27622,123801
2020-05-04,16,429,4153,65789
2020-05-04,20,119,1317,24926
2020-05-04,19,244,3255,79336
2020-05-04,9,881,9601,115065
2020-05-04,10,70,1394,27152
2020-05-04,2,139,1143,6200
2020-05-04,5,1528,18373,223968
2020-05-05,13,335,3025,30835
2020-05-05,17,25,396,15028
2020-05-05,18,88,1119,38461
2020-05-05,15,369,4518,48733
2020-05-05,8,3705,26275,136310
2020-05-05,6,303,3085,50135
2020-05-05,12,534,6914,122541
2020-05-05,7,1232,8475,36150
2020-05-05,3,14389,78605,255292
2020-05-05,11,936,6392,44045
2020-05-05,14,22,301,7252
2020-05-05,21,286,2542,20561
2020-05-05,22,433,4261,25137
2020-05-05,1,3216,27774,126685
2020-05-05,16,433,4170,67238
2020-05-05,20,119,1318,25631
2020-05-05,19,247,3267,82079
2020-05-05,9,889,9631,118265
2020-05-05,10,70,1400,27822
2020-05-05,2,139,1143,6342
2020-05-05,5,1545,18402,227579
2020-05-06,13,341,3047,31502
2020-05-06,17,25,399,15619
2020-05-06,18,89,1122,39780
2020-05-06,15,376,4532,49478
2020-05-06,8,3737,26379,138871
2020-05-06,6,306,3094,50698
2020-05-06,12,538,6995,125897
2020-05-06,7,1243,8551,37177
2020-05-06,3,14611,79369,262964
2020-05-06,11,943,6421,45026
2020-05-06,14,22,304,7604
2020-05-06,21,286,2543,20872
2020-05-06,22,437,4280,26161
2020-05-06,1,3247,27939,131269
2020-05-06,16,438,4196,68760
2020-05-06,20,119,1319,26598
2020-05-06,19,250,3281,83908
2020-05-06,9,899,9657,121066
2020-05-06,10,70,1404,28712
2020-05-06,2,139,1146,6461
2020-05-06,5,1568,18479,231469
2020-05-07,13,348,3072,32186
2020-05-07,17,26,383,15780
2020-05-07,18,89,1125,40806
2020-05-07,15,379,4541,50463
2020-05-07,8,3766,26487,141468
2020-05-07,6,308,3107,51123
2020-05-07,12,543,7034,130351
2020-05-07,7,1254,8645,38071
2020-05-07,3,14745,80089,262964
2020-05-07,11,948,6452,46258
2020-05-07,14,22,305,7912
2020-05-07,21,286,2552,21284
2020-05-07,22,438,4283,28486
2020-05-07,1,3282,28135,134567
2020-05-07,16,441,4245,51638
2020-05-07,20,119,1324,27540
2020-05-07,19,251,3288,85674
2020-05-07,9,915,9683,124295
2020-05-07,10,70,1405,29708
2020-05-07,2,139,1150,6702
2020-05-07,5,1589,18553,236281
2020-05-08,13,351,3078,32619
2020-05-08,17,26,382,16285
2020-05-08,18,90,1126,41902
2020-05-08,15,386,4562,51402
2020-05-08,8,3797,26598,144009
2020-05-08,6,308,3116,52784
2020-05-08,12,549,7086,133674
2020-05-08,7,1265,8723,39145
2020-05-08,3,14839,80723,277106
2020-05-08,11,954,6470,47092
2020-05-08,14,22,327,8177
2020-05-08,21,289,2558,21572
2020-05-08,22,438,4285,29188
2020-05-08,1,3305,28368,138830
2020-05-08,16,443,4256,53194
2020-05-08,20,119,1330,28519
2020-05-08,19,253,3301,88497
2020-05-08,9,930,9721,126752
2020-05-08,10,71,1406,30704
2020-05-08,2,139,1151,6999
2020-05-08,5,1627,18618,240535
2020-05-09,13,355,3086,33013
2020-05-09,17,27,382,16941
2020-05-09,18,90,1129,42993
2020-05-09,15,388,4576,52593
2020-05-09,8,3827,26719,146642
2020-05-09,6,308,3124,55319
2020-05-09,12,553,7133,137428
2020-05-09,7,1276,8738,39600
2020-05-09,3,14924,81225,282817
2020-05-09,11,958,6493,47827
2020-05-09,14,22,347,8375
2020-05-09,21,290,2567,21969
2020-05-09,22,438,4292,30354
2020-05-09,1,3331,28549,141515
2020-05-09,16,443,4286,54181
2020-05-09,20,119,1334,29503
2020-05-09,19,256,3313,90885
2020-05-09,9,937,9745,129382
2020-05-09,10,71,1407,31679
2020-05-09,2,139,1152,7130
2020-05-09,5,1643,18671,244930
2020-05-10,13,359,3103,33876
2020-05-10,17,27,385,17424
2020-05-10,18,91,1132,44284
2020-05-10,15,391,4588,53475
2020-05-10,8,3845,26796,149276
2020-05-10,6,310,3130,56205
2020-05-10,12,557,7165,141233
2020-05-10,7,1281,8788,40751
2020-05-10,3,14986,81507,287330
2020-05-10,11,960,6533,49194
2020-05-10,14,22,370,9008
2020-05-10,21,290,2569,22265
2020-05-10,22,441,4295,30808
2020-05-10,1,3367,28665,145131
2020-05-10,16,448,4313,54781
2020-05-10,20,120,1340,30086
2020-05-10,19,256,3327,91748
2020-05-10,9,942,9774,131788
2020-05-10,10,71,1411,32713
2020-05-10,2,139,1157,7467
2020-05-10,5,1657,18722,247617
2020-05-11,13,366,3107,34428
2020-05-11,17,27,386,17774
2020-05-11,18,93,1134,45438
2020-05-11,15,392,4602,54822
2020-05-11,8,3867,26876,151040
2020-05-11,6,312,3138,57130
2020-05-11,12,562,7190,143970
2020-05-11,7,1293,8832,41535
2020-05-11,3,15054,81871,292603
2020-05-11,11,964,6543,50206
2020-05-11,14,22,383,9247
2020-05-11,21,290,2572,22500
2020-05-11,22,443,4297,31970
2020-05-11,1,3400,28776,147318
2020-05-11,16,451,4327,55794
2020-05-11,20,120,1343,30582
2020-05-11,19,257,3339,92609
2020-05-11,9,950,9787,132464
2020-05-11,10,71,1412,33027
2020-05-11,2,139,1158,7651
2020-05-11,5,1666,18741,250175
2020-05-12,13,370,3115,35241
2020-05-12,17,27,387,18608
2020-05-12,18,93,1138,46593
2020-05-12,15,393,4615,55406
2020-05-12,8,3885,26929,153074
2020-05-12,6,313,3148,58395
2020-05-12,12,566,7212,147010
2020-05-12,7,1301,8863,42200
2020-05-12,3,15116,82904,305152
2020-05-12,11,969,6568,51176
2020-05-12,14,22,386,9582
2020-05-12,21,290,2572,22731
2020-05-12,22,445,4303,33082
2020-05-12,1,3428,28889,149386
2020-05-12,16,456,4337,57060
2020-05-12,20,120,1344,31351
2020-05-12,19,261,3343,94034
2020-05-12,9,959,9802,136285
2020-05-12,10,71,1419,34207
2020-05-12,2,140,1160,7956
2020-05-12,5,1686,18782,253374
2020-05-13,13,375,3127,35898
2020-05-13,17,27,389,19186
2020-05-13,18,93,1140,47960
2020-05-13,15,394,4630,56390
2020-05-13,8,3905,26979,155476
2020-05-13,6,316,3156,58936
2020-05-13,12,577,7250,150097
2020-05-13,7,1314,8930,43272
2020-05-13,3,15185,83298,310896
2020-05-13,11,971,6588,52041
2020-05-13,14,22,401,9773
2020-05-13,21,290,2575,23120
2020-05-13,22,446,4312,34662
2020-05-13,1,3460,29058,154504
2020-05-13,16,460,4348,58383
2020-05-13,20,120,1345,32449
2020-05-13,19,262,3354,96860
2020-05-13,9,964,9829,138465
2020-05-13,10,72,1419,35313
2020-05-13,2,141,1163,8254
2020-05-13,5,1712,18813,257017
2020-05-14,13,379,3136,36844
2020-05-14,17,27,389,19789
2020-05-14,18,95,1143,49196
2020-05-14,15,394,4639,57684
2020-05-14,8,3930,27056,158371
2020-05-14,6,317,3161,60177
2020-05-14,12,595,7291,153894
2020-05-14,7,1329,8995,44390
2020-05-14,3,15296,83820,318289
2020-05-14,11,974,6603,53030
2020-05-14,14,22,403,10052
2020-05-14,21,290,2578,23487
2020-05-14,22,448,4315,36359
2020-05-14,1,3493,29209,158112
2020-05-14,16,461,4357,59815
2020-05-14,20,125,1345,33526
2020-05-14,19,263,3366,99900
2020-05-14,9,973,9859,141430
2020-05-14,10,73,1420,36495
2020-05-14,2,141,1166,8537
2020-05-14,5,1743,18845,260706
2020-05-15,13,381,3148,37587
2020-05-15,17,27,389,20359
2020-05-15,18,95,1144,50847
2020-05-15,15,396,4654,59162
2020-05-15,8,3943,27110,160622
2020-05-15,6,318,3175,62319
2020-05-15,12,604,7364,157880
2020-05-15,7,1336,9060,45307
2020-05-15,3,15411,84119,325071
2020-05-15,11,977,6619,53813
2020-05-15,14,22,407,10281
2020-05-15,21,290,2578,23969
2020-05-15,22,451,4318,38273
2020-05-15,1,3557,29346,161854
2020-05-15,16,461,4366,60613
2020-05-15,20,125,1348,34864
2020-05-15,19,263,3374,101487
2020-05-15,9,976,9883,144237
2020-05-15,10,73,1422,37660
2020-05-15,2,142,1172,8814
2020-05-15,5,1762,18889,264091
2020-05-16,13,383,3178,38681
2020-05-16,17,27,390,20966
2020-05-16,18,95,1151,52257
2020-05-16,15,396,4668,61574
2020-05-16,8,3960,27182,163067
2020-05-16,6,319,3183,63251
2020-05-16,12,616,7396,161405
2020-05-16,7,1346,9111,46304
2020-05-16,3,15450,84518,333243
2020-05-16,11,982,6642,54804
2020-05-16,14,22,410,10666
2020-05-16,21,290,2578,24316
2020-05-16,22,453,4326,39613
2020-05-16,1,3594,29483,165849
2020-05-16,16,463,4374,61942
2020-05-16,20,125,1352,35933
2020-05-16,19,265,3382,103103
2020-05-16,9,979,9913,145946
2020-05-16,10,73,1422,38663
2020-05-16,2,142,1173,9181
2020-05-16,5,1783,18928,269003
2020-05-17,13,385,3186,39788
2020-05-17,17,27,392,21627
2020-05-17,18,95,1151,53470
2020-05-17,15,396,4684,63039
2020-05-17,8,3973,27232,163117
2020-05-17,6,319,3191,64558
2020-05-17,12,622,7446,164779
2020-05-17,7,1355,9159,47381
2020-05-17,3,15519,84844,340164
2020-05-17,11,984,6667,55667
2020-05-17,14,22,411,10892
2020-05-17,21,290,2581,24677
2020-05-17,22,453,4338,41383
2020-05-17,1,3612,29547,168295
2020-05-17,16,470,4379,62886
2020-05-17,20,125,1353,36736
2020-05-17,19,267,3388,105074
2020-05-17,9,984,9948,148060
2020-05-17,10,73,1424,39272
2020-05-17,2,143,1173,9469
2020-05-17,5,1794,18941,272938
2020-05-18,13,388,3193,40345
2020-05-18,17,27,392,22016
2020-05-18,18,95,1151,54333
2020-05-18,15,399,4695,67155
2020-05-18,8,3986,27267,166240
2020-05-18,6,320,3198,65184
2020-05-18,12,628,7485,167859
2020-05-18,7,1367,9191,47984
2020-05-18,3,15543,85019,343213
2020-05-18,11,984,6678,55988
2020-05-18,14,22,422,11285
2020-05-18,21,291,2582,24930
2020-05-18,22,453,4351,41383
2020-05-18,1,3632,29619,170556
2020-05-18,16,471,4386,63403
2020-05-18,20,126,1353,37684
2020-05-18,19,267,3395,106277
2020-05-18,9,989,9961,148580
2020-05-18,10,73,1424,39512
2020-05-18,2,143,1174,9595
2020-05-18,5,1803,18950,275851
2020-05-19,13,389,3197,41162
2020-05-19,17,27,393,22767
2020-05-19,18,95,1153,55270
2020-05-19,15,399,4707,69264
2020-05-19,8,3997,27314,168367
2020-05-19,6,320,3203,65476
2020-05-19,12,640,7505,171353
2020-05-19,7,1376,9257,49038
2020-05-19,3,15597,85481,353579
2020-05-19,11,986,6675,56668
2020-05-19,14,22,422,11354
2020-05-19,21,291,2587,25263
2020-05-19,22,455,4358,42125
2020-05-19,1,3679,29727,173201
2020-05-19,16,473,4396,64779
2020-05-19,20,126,1354,38503
2020-05-19,19,268,3403,109195
2020-05-19,9,992,9968,151093
2020-05-19,10,74,1427,40651
2020-05-19,2,143,1175,9862
2020-05-19,5,1820,18997,280629
2020-05-20,13,389,3205,42244
